"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SI.DST.05TH.20","最高20% 占有的收入份额","收入或消费的比例份额是指按十等分或五等分划分的各人口组别所占的份额。由于四舍五入，五 等分的百分比之和可能不等于 100。","世界银行集团发展研究局。数据基于政府统计机构和世界银行各国别局提供的初级住户调查数据。高收入经济体的数据来自卢森堡收入研究数据库。欲了解更多的信息和方法，请参阅PovcalNet（http://iresearch.worldbank.org/PovcalNet/index.htm）。",
"SI.DST.10TH.10","最高10% 占有的收入份额","收入或消费的比例份额是指按十等分或五等分划分的各人口组别所占的份额。","世界银行集团发展研究局。数据基于政府统计机构和世界银行各国别局提供的初级住户调查数据。高收入经济体的数据来自卢森堡收入研究数据库。欲了解更多的信息和方法，请参阅PovcalNet（http://iresearch.worldbank.org/PovcalNet/index.htm）。",
"SI.DST.FRST.10","最低10% 占有的收入份额","收入或消费的比例份额是指按十等分或五等分划分的各人口组别所占的份额。","世界银行集团发展研究局。数据基于政府统计机构和世界银行各国别局提供的初级住户调查数据。高收入经济体的数据来自卢森堡收入研究数据库。欲了解更多的信息和方法，请参阅PovcalNet（http://iresearch.worldbank.org/PovcalNet/index.htm）。",
"SI.DST.FRST.20","最低20% 占有的收入份额","收入或消费的比例份额是指按十等分或五等分划分的各人口组别所占的份额。由于四舍五入，五 等分的百分比之和可能不等于 100。","世界银行集团发展研究局。数据基于政府统计机构和世界银行各国别局提供的初级住户调查数据。高收入经济体的数据来自卢森堡收入研究数据库。欲了解更多的信息和方法，请参阅PovcalNet（http://iresearch.worldbank.org/PovcalNet/index.htm）。",
"SI.POV.2DAY","贫困人口比例，按每天3.10美元衡量的（2011 PPP）（占人口的百分比）","Poverty headcount ratio at $3.10 a day is the percentage of the population living on less than $3.10 a day at 2011 international prices. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.","世界银行集团发展研究局。数据基于政府统计机构和世界银行各国别局提供的初级住户调查数据。高收入经济体的数据来自卢森堡收入研究数据库。欲了解更多的信息和方法，请参阅PovcalNet（http://iresearch.worldbank.org/PovcalNet/index.htm）。",
"SI.POV.DDAY","贫困人口比例，按每天1.90美元衡量的（2011 PPP）（占人口的百分比）","Poverty headcount ratio at $1.90 a day is the percentage of the population living on less than $1.90 a day at 2011 international prices. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.","世界银行集团发展研究局。数据基于政府统计机构和世界银行各国别局提供的初级住户调查数据。高收入经济体的数据来自卢森堡收入研究数据库。更多详情",
"SI.POV.GAP2","贫困差距，按每天3.10美元衡量的（2011 PPP）（百分比）","Poverty gap at $3.10 a day (2011 PPP) is the mean shortfall in income or consumption from the poverty line $3.10 a day (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.","世界银行集团发展研究局。数据基于政府统计机构和世界银行各国别局提供的初级住户调查数据。高收入经济体的数据来自卢森堡收入研究数据库。欲了解更多的信息和方法，请参阅PovcalNet（http://iresearch.worldbank.org/PovcalNet/index.htm）。",
"SI.POV.GAPS","贫困差距，按每天1.90美元衡量的（2011 PPP）（百分比）","Poverty gap at $1.90 a day (2011 PPP) is the mean shortfall in income or consumption from the poverty line $1.90 a day (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.","世界银行集团发展研究局。数据基于政府统计机构和世界银行各国别局提供的初级住户调查数据。高收入经济体的数据来自卢森堡收入研究数据库。欲了解更多的信息和方法，请参阅PovcalNet（http://iresearch.worldbank.org/PovcalNet/index.htm）。",
"SI.POV.GINI","基尼 (GINI) 系数","基尼系数用于衡量一个经济体中在个人或家庭中的收入分配（在某些情况下是消费支出）偏离完全平均分配的程度。洛伦兹曲线标示出总收入累积百分比与收入获得者累积人数的相对关系，曲线的起点为最贫困的个人或家庭。基尼系数测算洛伦兹曲线与假设的绝对平均线之间的面积，表示为在该线以下最大面积中所占的比例。因此，基尼系数为 0 表示完全平均，100% 则表示完全不平均。","世界银行集团发展研究局。数据基于政府统计机构和世界银行各国别局提供的初级住户调查数据。高收入经济体的数据来自卢森堡收入研究数据库。更多详情请参考 PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)。",
"SI.POV.NAGP","贫困差距，按国家贫困线衡量的（百分比）","按国家贫困线衡量的贫困差距是距离贫困线的平均差距（将非贫困人口算作具有零差距），用贫困线的百分比来表示。这个衡量指标反映了贫困的深度以及发生率。","全球扶贫工作组。数据是根据世界银行的国别贫困评估和《国别减贫战略》得出的。",
"SI.POV.NAHC","贫困人口比例，按国家贫困线衡量的（占人口的百分比）","国家贫困率是生活在国家贫困线以下的人口的百分比。国家的估计值是根据住户调查中得出的人口加权的子群体的估计值得出的。","全球扶贫工作组。数据是根据世界银行的国别贫困评估和《国别减贫战略》得出的。",
"SI.POV.RUGP","贫困差距，按农村贫困线衡量的（百分比）","根据农村贫困线得出的贫困差距是距离贫困线的平均差距（将非贫困人口算作具有零差距），用贫困线的百分比来表示。这个衡量指标反映了贫困的深度以及发生率。","全球扶贫工作组。数据是根据世界银行的国别贫困评估和《国别减贫战略》得出的。",
"SI.POV.RUHC","贫困人口比例，按农村贫困线衡量的（占人口的百分比）","农村贫困率是生活在国家农村贫困线以下的农村人口的百分比。","全球扶贫工作组。数据是根据世界银行的国别贫困评估和《国别减贫战略》得出的。",
"SI.POV.URGP","贫困差距，按城市贫困线衡量的（百分比）","根据城市贫困线得出的贫困差距是距离贫困线的平均差距（将非贫困人口算作具有零差距），用国家城市贫困线的百分比来表示。这个衡量指标反映了贫困的深度以及发生率。","全球扶贫工作组。数据是根据世界银行的国别贫困评估和《国别减贫战略》得出的。",
"SI.POV.URHC","贫困人口比例，按城市贫困线衡量的（占人口的百分比）","城市贫困率是生活在国家城市贫困线以下的城市人口的百分比。","全球扶贫工作组。数据是根据世界银行的国别贫困评估和《国别减贫战略》得出的。",
"SI.RMT.COST.ZS","Average transaction cost of remittances (%)","Average transaction cost of remittances is the average of the total transaction cost in percentage for sending the local currency equivalent of US$ 200 charged by each single remittance service provider.","World Bank, Remittance Prices Worldwide, available at http://remittanceprices.worldbank.org",
"SI.SPR.PC40","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)
","Mean consumption or income per capita (2011 PPP $ per day) used in calculating the growth rate in the welfare aggregate of the bottom 40% of the population in the income distribution in a country.","World Bank, Global Database of Shared Prosperity (GDSP) circa 2008 - 2013 (http://www.worldbank.org/en/topic/poverty/brief/global-database-of-shared-prosperity).",
"SI.SPR.PC40.05","Survey mean consumption or income per capita, bottom 40% of population (2005 PPP $ per day)
","Mean consumption or income per capita (2005 PPP $ per day) used in calculating the growth rate in the welfare aggregate of the bottom 40% of the population in the income distribution in a country.","World Bank, Global Database of Shared Prosperity (GDSP) circa 2008 - 2013 (http://www.worldbank.org/en/topic/poverty/brief/global-database-of-shared-prosperity).",
"SI.SPR.PC40.ZG","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)
","The growth rate in the welfare aggregate of the bottom 40% is computed as the annualized average growth rate in per capita real consumption or income of the bottom 40% of the population in  the income distribution in a country from household surveys over a roughly 5-year period. Mean per capita real consumption or income is measured at 2011 Purchasing Power Parity (PPP) using the PovcalNet (http://iresearch.worldbank.org/PovcalNet). For some countries means are not reported due to grouped and/or confidential data. The annualized growth rate is computed as (Mean in final year/Mean in initial year)^(1/(Final year - Initial year)) - 1.  The reference year is the year in which the underlying household survey data was collected. In cases for which the data collection period bridged two calendar years, the first year in which data were collected is reported. The initial year refers to the nearest survey collected 5 years before the most recent survey available, only surveys collected between 3 and 7 years before the most recent survey are considered. The final year refers to the most recent survey available between 2011 and 2015.

Growth rates for Iraq are based on survey means of 2005 PPP$. The coverage and quality of the 2011 PPP price data for Iraq and most other North African and Middle Eastern countries were hindered by the exceptional period of instability they faced at the time of the 2011 exercise of the International Comparison Program. See PovcalNet for detailed explanations.","World Bank, Global Database of Shared Prosperity (GDSP) circa 2008 - 2013 (http://www.worldbank.org/en/topic/poverty/brief/global-database-of-shared-prosperity).",
"SI.SPR.PCAP","Survey mean consumption or income per capita, total population (2011 PPP $ per day)","Mean consumption or income per capita (2011 PPP $ per day) used in calculating the growth rate in the welfare aggregate of total population.","World Bank, Global Database of Shared Prosperity (GDSP) circa 2008 - 2013 (http://www.worldbank.org/en/topic/poverty/brief/global-database-of-shared-prosperity).",
"SI.SPR.PCAP.05","Survey mean consumption or income per capita, total population (2005 PPP $ per day)","Mean consumption or income per capita (2005 PPP $ per day) used in calculating the growth rate in the welfare aggregate of total population.","World Bank, Global Database of Shared Prosperity (GDSP) circa 2008 - 2013 (http://www.worldbank.org/en/topic/poverty/brief/global-database-of-shared-prosperity).",
"SI.SPR.PCAP.ZG","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)
","The growth rate in the welfare aggregate of the total population is computed as the annualized average growth rate in per capita real consumption or income of the total population in  the income distribution in a country from household surveys over a roughly 5-year period. Mean per capita real consumption or income is measured at 2011 Purchasing Power Parity (PPP) using the PovcalNet (http://iresearch.worldbank.org/PovcalNet). For some countries means are not reported due to grouped and/or confidential data. The annualized growth rate is computed as (Mean in final year/Mean in initial year)^(1/(Final year - Initial year)) - 1.  The reference year is the year in which the underlying household survey data was collected. In cases for which the data collection period bridged two calendar years, the first year in which data were collected is reported. The initial year refers to the nearest survey collected 5 years before the most recent survey available, only surveys collected between 3 and 7 years before the most recent survey are considered. The final year refers to the most recent survey available between 2011 and 2015.

Growth rates for Iraq are based on survey means of 2005 PPP$. The coverage and quality of the 2011 PPP price data for Iraq and most other North African and Middle Eastern countries were hindered by the exceptional period of instability they faced at the time of the 2011 exercise of the International Comparison Program. See PovcalNet for detailed explanations.","World Bank, Global Database of Shared Prosperity (GDSP) circa 2008 - 2013 (http://www.worldbank.org/en/topic/poverty/brief/global-database-of-shared-prosperity).",
"SL.AGR.0714.FE.ZS","农业女童工雇佣率（占 7-14 岁参与经济活动女童的百分比）","按经济活动划分的雇佣率指按照主要行业分类 （国际标准行业分类第二版或第三版）的从事经济活动的儿童的分布。农业指与国际标准行业分类第二版的第 1 项或者 ISIC 第三版的 A 类和 B 类相应的经济活动，包括农业和狩猎、林业与伐木以及渔业。从事经济活动的儿童指在调查期间的参照周内从事了至少一小时经济活动的儿童。","基于国际劳工组织 (ILO)、联合国儿童基金会 （UNICEF） 和世界银行的数据的“了解童工项目”",
"SL.AGR.0714.MA.ZS","农业男童工雇佣率（占 7-14 岁参与经济活动男童的百分比）","按经济活动划分的雇佣率指按照主要行业分类 （国际标准行业分类第二版或第三版）的从事经济活动的儿童的分布。农业指与国际标准行业分类第二版的第 1 项或者 ISIC 第三版的 A 类和 B 类相应的经济活动，包括农业和狩猎、林业与伐木以及渔业。从事经济活动的儿童指在调查期间的参照周内从事了至少一小时经济活动的儿童。","基于国际劳工组织 (ILO)、联合国儿童基金会 （UNICEF） 和世界银行的数据的“了解童工项目”",
"SL.AGR.0714.ZS","农业童工雇佣率（占 7-14 岁参与经济活动儿童的百分比）","按经济活动划分的雇佣率指按照主要行业分类 （国际标准行业分类第二版或第三版）的从事经济活动的儿童的分布。农业指与国际标准行业分类第二版的第 1 项或者 ISIC 第三版的 A 类和 B 类相应的经济活动，包括农业和狩猎、林业与伐木以及渔业。从事经济活动的儿童指在调查期间的参照周内从事了至少一小时经济活动的儿童。","基于国际劳工组织 (ILO)、联合国儿童基金会 （UNICEF） 和世界银行的数据的“了解童工项目”",
"SL.AGR.EMPL.FE.ZS","农业女性就业人员（占女性就业的百分比）","Employment is defined as persons above a specified age who performed any work at all, in the reference period, for pay or profit (or pay in kind), or were temporarily absent from a job for such reasons as illness, maternity or parental leave, holiday, training or industrial dispute. Agriculture corresponds to division 1 (ISIC revision 2) or tabulation categories A and B (ISIC revision 3) and includes hunting, forestry, and fishing.
","国际劳工组织的劳动力市场主要指标数据库。",
"SL.AGR.EMPL.MA.ZS","农业男性就业人员（占男性就业的百分比）","Employment is defined as persons above a specified age who performed any work at all, in the reference period, for pay or profit (or pay in kind), or were temporarily absent from a job for such reasons as illness, maternity or parental leave, holiday, training or industrial dispute. Agriculture corresponds to division 1 (ISIC revision 2) or tabulation categories A and B (ISIC revision 3) and includes hunting, forestry, and fishing.
","国际劳工组织的劳动力市场主要指标数据库。",
"SL.AGR.EMPL.ZS","农业就业人员（占就业总数的百分比）","Employment is defined as persons above a specified age who performed any work at all, in the reference period, for pay or profit (or pay in kind), or were temporarily absent from a job for such reasons as illness, maternity or parental leave, holiday, training or industrial dispute. Agriculture corresponds to division 1 (ISIC revision 2) or tabulation categories A and B (ISIC revision 3) and includes hunting, forestry, and fishing.
","国际劳工组织的劳动力市场主要指标数据库。",
"SL.EMP.1524.SP.FE.NE.ZS","","","",
"SL.EMP.1524.SP.FE.ZS","15-24 岁女性就业人口比率（百分比）（模拟劳工组织估计）","就业人口比率是指某一国家中就业人员占人口的百分比。一般将 15-24 岁人口视为青年人口。","国际劳工组织的劳动力市场主要指标数据库。",
"SL.EMP.1524.SP.MA.NE.ZS","","","",
"SL.EMP.1524.SP.MA.ZS","15-24 岁男性就业人口比率（百分比）（模拟劳工组织估计）","就业人口比率是指某一国家中就业人员占人口的百分比。一般将 15-24 岁人口视为青年人口。","国际劳工组织的劳动力市场主要指标数据库。",
"SL.EMP.1524.SP.NE.ZS","","","",
"SL.EMP.1524.SP.ZS","15-24 岁总就业人口比率（百分比）（模拟劳工组织估计）","就业人口比率是指某一国家中就业人员占人口的百分比。一般将 15-24 岁人口视为青年人口。","国际劳工组织的劳动力市场主要指标数据库。",
"SL.EMP.INSV.FE.ZS","就业于非农业部门的妇女比例（占非农业部门所有就业人员的比例）","就业于非农业部门的妇女比例即非农业部门（工业和服务业）中女性工作人员的比例，该结果以妇女工作人员占非农业部门所有就业人员的比例表示。按照《国际标准行业分类》第2修订版的第2-5类或《国际标准行业分类》第3修订版的C-F大类，工业包括采矿业（包括石油开采）、制造业、建筑业以及电力、燃气和水的生产和供应业。按照《国际标准行业分类》第2修订版的第6-9类或《国际标准行业分类》第3修订版的G-P大类，服务业包括批发和零售业；住宿和餐饮业；运输、储存和通讯；金融、保险、房地产和商业活动；社区、社会和个人服务活动。","国际劳工组织的劳动力市场主要指标数据库。",
"SL.EMP.MPYR.FE.ZS","雇主，女性（占就业人数百分比)","就业人员是指独自或者与一个或几个合伙人一起工作，从事按照职业类别定义为“自营就业”，即，其工作报酬直接依赖于生产货物和服务所产生的利润的就业，并以此身份连续聘用一个或更多的人员作为雇员为其工作。","国际劳工组织劳动市场关键指标（KILM)。",
"SL.EMP.MPYR.MA.ZS","雇主，男性（占就业人数百分比）","就业人员是指独自或者与一个或几个合伙人一起工作，持有的职业类别定义为“自营就业”，即，工作报酬直接依赖于生产货物和服务所产生的利润，并以此身份连续聘用一个或更多的人员作为雇员为其工作。","国际劳工组织的劳动力市场主要指标（KILM）。",
"SL.EMP.MPYR.ZS","雇主，总数（占就业人数百分比）","就业人员是指独自或者与一个或几个合伙人一起工作，持有的职业类别定义为“自营就业”，即，工作报酬直接依赖于生产货物和服务所产生的利润，并以此身份连续聘用一个或更多的人员作为雇员为其工作。","国际劳工组织的劳动力市场主要指标（KILM）。",
"SL.EMP.SELF.FE.ZS","自营就业，女性（占女性就业总数的百分比）","自营就业的劳动者系指或自营或与一个或几个合伙人合作的劳动者，其就业类别定义为“自营就业”。","国际劳工组织劳动市场数据库的关键指标。",
"SL.EMP.SELF.MA.ZS","自营就业，男性（占男性就业总数的百分比）","自营就业的劳动者系指或自营或与一个或几个合伙人合作的劳动者，其就业类别定义为“自营就业”。","国际劳工组织劳动市场数据库的关键指标。",
"SL.EMP.SELF.ZS","自营就业，总人数（占男性就业总数的百分比）","自营就业的劳动者是指自营或与一个或几个合伙人合作的劳动者，其就业类别定义为“自营就业”。自营就业劳动者包括三类：雇主、自营者和生产合作成员。","国际劳工组织的劳动力市场主要指标数据库。",
"SL.EMP.TOTL.SP.FE.NE.ZS","","","",
"SL.EMP.TOTL.SP.FE.ZS","15 岁（含）以上女性就业人口比率（百分比）（模拟劳工组织估计）","就业人口比率是指某一国家中就业人员占人口的百分比。一般将 15 岁（含）以上人口视为劳动适龄人口。","国际劳工组织的劳动力市场主要指标数据库。",
"SL.EMP.TOTL.SP.MA.NE.ZS","","","",
"SL.EMP.TOTL.SP.MA.ZS","15 岁（含）以上男性就业人口比率（百分比）（模拟劳工组织估计）","就业人口比率是指某一国家中就业人员占人口的百分比。一般将 15 岁（含）以上人口视为劳动适龄人口。","国际劳工组织的劳动力市场主要指标数据库。",
"SL.EMP.TOTL.SP.NE.ZS","","","",
"SL.EMP.TOTL.SP.ZS","15 岁（含）以上总就业人口比率（百分比）（模拟劳工组织估计）","就业人口比率是指某一国家中就业人员占人口的百分比。一般将 15 岁（含）以上人口视为劳动适龄人口。","国际劳工组织的劳动力市场主要指标数据库。",
"SL.EMP.VULN.FE.ZS","女性弱势群体就业率（占所有女性就业人员比例）","弱势群体就业率是指无酬家庭就业者和自营就业者在所有就业人口中所占比例。","国际劳工组织的劳动力市场主要指标数据库。",
"SL.EMP.VULN.MA.ZS","男性弱势群体就业率（占所有男性就业人员比例）","弱势群体就业率是指无酬家庭就业者和自营就业者在所有就业人口中所占比例。","国际劳工组织的劳动力市场主要指标数据库。",
"SL.EMP.VULN.ZS","弱势群体就业率（占所有就业人员比例）","弱势群体就业率是指无酬家庭就业者和自营就业者在所有就业人口中所占比例。","国际劳工组织的劳动力市场主要指标数据库。",
"SL.EMP.WORK.FE.ZS","有工资的劳动者，女性（占女性就业人数的百分比）","有工资和薪水的劳动者（雇员）是指那些拥有按照职业类别定义为“有报酬的职位”，在职者持有显性（书面或口头）或隐性聘用契约，该契约给予他们一种基本报酬，这种基本报酬并不直接取决于他们为之工作的单位的营业收入。","国际劳工组织劳动市场数据库的关键指标。",
"SL.EMP.WORK.MA.ZS","有工资和薪水的劳动者，男性（占男性就业人数的百分比）","有工资和薪水的劳动者（雇员）是指那些拥有按照职业类别定义为“有报酬的职位”，在职者持有显性（书面或口头）或隐性聘用契约，该契约给予他们一种基本报酬，这种基本报酬并不直接取决于他们为之工作的单位的营业收入。","国际劳工组织劳动市场数据库的关键指标。",
"SL.EMP.WORK.ZS","有工资和薪水的劳动者，总人数（占就业总人数的百分比）","有工资和薪水的劳动者（雇员）是指那些拥有按照职业类别定义为“有报酬的职位”，在职者持有显性（书面或口头）或隐性聘用契约，该契约给予他们一种基本报酬，这种基本报酬并不直接取决于他们为之工作的单位的营业收入。","国际劳工组织的劳动力市场主要指标数据库。",
"SL.FAM.0714.FE.ZS","","","",
"SL.FAM.0714.MA.ZS","","","",
"SL.FAM.0714.ZS","","","",
"SL.FAM.WORK.FE.ZS","无酬家务劳动者，女性（占女性就业人数的比例）","无报酬家庭劳动者系指在由生活在同一家庭的一名亲属经营的一个市场型机构中从事“自营就业”的自营劳动者。","国际劳工组织劳动市场数据库的关键指标。",
"SL.FAM.WORK.MA.ZS","无酬家务劳动者，男性（占男性就业人数的比例）","无报酬家庭劳动者系指在由生活在同一家庭的一名亲属经营的一个市场型机构中从事“自营就业”的自营劳动者。","国际劳工组织劳动市场数据库的关键指标。",
"SL.FAM.WORK.ZS","无酬家务劳动者，总人数（占就业总人数的比例）","无报酬家庭劳动者系指在由生活在同一家庭的一名亲属经营的一个市场型机构中从事“自营就业”的自营劳动者。","国际劳工组织的劳动力市场主要指标数据库。",
"SL.GDP.PCAP.EM.KD","就业人口的人均 GDP（2011 年不变价购买力平价美元）","就业人口的人均 GDP 是国内生产总值 (GDP) 除以经济体中的就业人口总数。按购买力平价 (PPP)计算的 GDP 是指用购买力平价汇率将GDP换算为1990 年不变价国际元。国际元的购买力与美元在美国的购买力相当。","国际劳工组织的劳动力市场主要指标数据库。",
"SL.IND.EMPL.FE.ZS","工业女性就业人员（占女性就业的百分比）","Employment is defined as persons above a specified age who performed any work at all, in the reference period, for pay or profit (or pay in kind), or were temporarily absent from a job for such reasons as illness, maternity or parental leave, holiday, training or industrial dispute. Industry corresponds to divisions 2-5 (ISIC revision 2) or tabulation categories C-F (ISIC revision 3) and includes mining and quarrying (including oil production), manufacturing, construction, and public utilities (electricity, gas, and water).
","国际劳工组织的劳动力市场主要指标数据库。",
"SL.IND.EMPL.MA.ZS","工业男性就业人员（占男性就业的百分比）","Employment is defined as persons above a specified age who performed any work at all, in the reference period, for pay or profit (or pay in kind), or were temporarily absent from a job for such reasons as illness, maternity or parental leave, holiday, training or industrial dispute. Industry corresponds to divisions 2-5 (ISIC revision 2) or tabulation categories C-F (ISIC revision 3) and includes mining and quarrying (including oil production), manufacturing, construction, and public utilities (electricity, gas, and water).
","国际劳工组织的劳动力市场主要指标数据库。",
"SL.IND.EMPL.ZS","工业就业人员（占就业总数的百分比）","Employment is defined as persons above a specified age who performed any work at all, in the reference period, for pay or profit (or pay in kind), or were temporarily absent from a job for such reasons as illness, maternity or parental leave, holiday, training or industrial dispute. Industry corresponds to divisions 2-5 (ISIC revision 2) or tabulation categories C-F (ISIC revision 3) and includes mining and quarrying (including oil production), manufacturing, construction, and public utilities (electricity, gas, and water).
","国际劳工组织的劳动力市场主要指标数据库。",
"SL.ISV.IFRM.FE.ZS","Informal employment, female (% of total non-agricultural employment)","Employment in the informal economy as a percentage of total non-agricultural employment. It basically includes all jobs in unregistered and/or small-scale private unincorporated enterprises that produce goods or services meant for sale or barter. Self-employed street vendors, taxi drivers and home-base workers, regardless of size, are all considered enterprises. However, agricultural and related activities, households producing goods exclusively for their own use (e.g. subsistence farming, domestic housework, care work, and employment of paid domestic workers), and volunteer services rendered to the community are excluded.","International Labour Organization, Key Indicators of the Labour Market database.",
"SL.ISV.IFRM.MA.ZS","Informal employment, male (% of total non-agricultural employment)","Employment in the informal economy as a percentage of total non-agricultural employment. It basically includes all jobs in unregistered and/or small-scale private unincorporated enterprises that produce goods or services meant for sale or barter. Self-employed street vendors, taxi drivers and home-base workers, regardless of size, are all considered enterprises. However, agricultural and related activities, households producing goods exclusively for their own use (e.g. subsistence farming, domestic housework, care work, and employment of paid domestic workers), and volunteer services rendered to the community are excluded.","International Labour Organization, Key Indicators of the Labour Market database.",
"SL.ISV.IFRM.ZS","Informal employment (% of total non-agricultural employment)","Employment in the informal economy as a percentage of total non-agricultural employment. It basically includes all jobs in unregistered and/or small-scale private unincorporated enterprises that produce goods or services meant for sale or barter. Self-employed street vendors, taxi drivers and home-base workers, regardless of size, are all considered enterprises. However, agricultural and related activities, households producing goods exclusively for their own use (e.g. subsistence farming, domestic housework, care work, and employment of paid domestic workers), and volunteer services rendered to the community are excluded.","International Labour Organization, Key Indicators of the Labour Market database.",
"SL.MNF.0714.FE.ZS","制造业女童工雇佣率（占 7-14 岁参与经济活动的女童的百分比）","按经济活动划分的雇佣率指按照主要行业分类 （国际标准行业分类第二版或第三版）的从事经济活动的儿童的分布。制造业指与国际标准行业分类第二版的第 3 项或者 ISIC 第三版的 D 类相应的经济活动。从事经济活动的儿童指在调查期间的参照周内从事了至少一小时经济活动的儿童。","基于国际劳工组织 (ILO)、联合国儿童基金会 （UNICEF） 和世界银行的数据的“了解童工项目”",
"SL.MNF.0714.MA.ZS","制造业男童工雇佣率（占 7-14 岁参与经济活动的男童的百分比例）","按经济活动划分的雇佣率指按照主要行业分类 （国际标准行业分类第二版或第三版）的从事经济活动的儿童的分布。制造业指与国际标准行业分类第二版的第 3 项或者 ISIC 第三版的 D 类相应的经济活动。从事经济活动的儿童指在调查期间的参照周内从事了至少一小时经济活动的儿童。","基于国际劳工组织 (ILO)、联合国儿童基金会 （UNICEF） 和世界银行的数据的“了解童工项目”",
"SL.MNF.0714.ZS","制造业童工雇佣率（占 7-14 岁参与经济活动儿童的百分比）","按经济活动划分的雇佣率指按照主要行业分类 （国际标准行业分类第二版或第三版）的从事经济活动的儿童的分布。制造业指与国际标准行业分类第二版的第 3 项或者 ISIC 第三版的 D 类相应的经济活动。从事经济活动的儿童指在调查期间的参照周内从事了至少一小时经济活动的儿童。","基于国际劳工组织 (ILO)、联合国儿童基金会 （UNICEF） 和世界银行的数据的“了解童工项目”",
"SL.SLF.0714.FE.ZS","","","",
"SL.SLF.0714.MA.ZS","","","",
"SL.SLF.0714.ZS","","","",
"SL.SRV.0714.FE.ZS","服务业女童工雇佣率（占 7-14 岁参与经济活动女童的百分比）","按经济活动划分的雇佣率指按照主要行业分类 （国际标准行业分类第二版或第三版）的从事经济活动的儿童的分布。服务业指与国际标准行业分类第二版的第 6-9 项或者 ISIC 第三版的 G-P 类相应的经济活动，包括批发和零售、旅馆与餐饮、运输业、金融中介、房地产、公共管理、教育、医疗与社工、其他社区服务以及家务活动。从事经济活动的儿童指在调查期间的参照周内从事了至少一小时经济活动的儿童。","基于国际劳工组织 (ILO)、联合国儿童基金会 （UNICEF） 和世界银行的数据的“了解童工项目”",
"SL.SRV.0714.MA.ZS","服务业男童工雇佣率（占 7-14 岁参与经济活动男童的百分比）","按经济活动划分的雇佣率指按照主要行业分类 （国际标准行业分类第二版或第三版）的从事经济活动的儿童的分布。服务业指与国际标准行业分类第二版的第 6-9 项或者 ISIC 第三版的 G-P 类相应的经济活动，包括批发和零售、旅馆与餐饮、运输业、金融中介、房地产、公共管理、教育、医疗与社工、其他社区服务以及家务活动。从事经济活动的儿童指在调查期间的参照周内从事了至少一小时经济活动的儿童。","基于国际劳工组织 (ILO)、联合国儿童基金会 （UNICEF） 和世界银行的数据的“了解童工项目”",
"SL.SRV.0714.ZS","服务业童工雇佣率（占 7-14 岁参与经济活动儿童的比例）","按经济活动划分的雇佣率指按照主要行业分类 （国际标准行业分类第二版或第三版）的从事经济活动的儿童的分布。服务业指与国际标准行业分类第二版的第 6-9 项或者 ISIC 第三版的 G-P 类相应的经济活动，包括批发和零售、旅馆与餐饮、运输业、金融中介、房地产、公共管理、教育、医疗与社工、其他社区服务以及家务活动。从事经济活动的儿童指在调查期间的参照周内从事了至少一小时经济活动的儿童。","基于国际劳工组织 (ILO)、联合国儿童基金会 （UNICEF） 和世界银行的数据的“了解童工项目”",
"SL.SRV.EMPL.FE.ZS","服务业女性就业人员（占女性就业的百分比）","Employment is defined as persons above a specified age who performed any work at all, in the reference period, for pay or profit (or pay in kind), or were temporarily absent from a job for such reasons as illness, maternity or parental leave, holiday, training or industrial dispute. Services correspond to divisions 6-9 (ISIC revision 2) or tabulation categories G-P (ISIC revision 3) and include wholesale and retail trade and restaurants and hotels; transport, storage, and communications; financing, insurance, real estate, and business services; and community, social, and personal services.
","国际劳工组织的劳动力市场主要指标数据库。",
"SL.SRV.EMPL.MA.ZS","服务业男性就业人员（占男性就业的百分比）","Employment is defined as persons above a specified age who performed any work at all, in the reference period, for pay or profit (or pay in kind), or were temporarily absent from a job for such reasons as illness, maternity or parental leave, holiday, training or industrial dispute. Services correspond to divisions 6-9 (ISIC revision 2) or tabulation categories G-P (ISIC revision 3) and include wholesale and retail trade and restaurants and hotels; transport, storage, and communications; financing, insurance, real estate, and business services; and community, social, and personal services.
","国际劳工组织的劳动力市场主要指标数据库。",
